,h0,h1,h2,h3
strombidium,0.12922674,0.26729563,-0.44845217,0.25266582
synchaeta,0.18294936,-0.1353898,0.071902476,0.1906514
synedra,-0.14934048,0.012533147,-0.13633566,0.064548194
synedra_angustissima,-0.14012037,-0.032492947,0.38288623,0.024221594
synura,-0.17734201,-1.5822968e-06,-0.05047723,-0.19306505
tetraedron,0.2903356,-0.07111347,-0.035528842,0.23031364
tintinnid,-0.37435928,-0.0024262208,-0.037679,-0.010357002
trichocerca,0.21576254,-0.0016881885,-0.12451632,0.11254956
uroglena,-0.11842045,-0.21344471,-0.16890787,-0.23612088
vorticella_epistylis_like,0.085379615,-0.13667642,0.33154616,0.15783697
