,h0,h1,h2,h3,h4,h5
cryptophyte,0.2299614,0.33254328,0.61819804,0.08699751,0.66139746,-0.7745865
cyanobacteria_colonial_blue,-0.26628095,0.31082723,0.32129794,-2.3097599,0.91627896,-1.2521893
cyanobacteria_colonial_clathrate,-0.057309564,-1.5785525,-0.75310004,-2.767029,2.2270586,-3.092682
cyanobacteria_colonial_probably,-0.20432808,-0.32741824,0.042112157,-3.369641,1.4855496,-2.1500885
cyanobacteria_filamentous,-0.67961854,0.17163609,-2.745586,-1.7010162,-0.24288763,-2.37803
cyclops,0.23839138,0.013025553,0.46826112,-0.60044557,-0.17592084,-0.4486928
daphnia,0.926391,-0.49512902,-0.32394543,-0.7614841,0.2660507,-1.8144689
daphnia_cucullata,0.056540154,1.0283073,-1.6157206,-2.388426,3.1021202,-4.5452185
diaphanosoma,-0.8963496,0.33799145,1.6632993,-2.9020844,1.321264,-2.8664417
didinium,-1.4124774,0.10344379,0.33846587,-0.12233368,0.7493166,0.6863518
dinobryon,-0.5997769,-3.0649264,1.0298126,-3.122526,1.2212234,-2.0134547
dinoflagellate_diamond,0.25752997,1.7274551,-0.56526774,2.7951221,-0.27250677,0.4197694
dolichospermum,-1.0058551,-1.3059989,-1.0237247,-0.53075975,2.155265,-2.7125585
eudiaptomus,0.13954876,-0.060101893,-0.12163029,-0.13376023,0.0070824577,-0.13003252
fragilaria,-1.88234,-2.389374,-1.5894288,-0.8654141,1.4455664,-2.7274463
gonium,-1.5680834,-0.24566834,0.96498275,-2.8460116,0.34626922,-3.3624322
gymnodinium,-0.6090273,0.4497457,0.4923185,0.49093044,1.7971206,-0.1567026
kellicottia,0.1976585,-0.28359362,0.3852301,0.45631018,-0.23175988,0.121600755
keratella_cochlearis,-0.36910784,-0.74569046,0.12414647,-0.5682486,0.6496718,-0.18616855
keratella_quadrata,0.52920943,-2.0182567,0.8729725,0.068206765,0.17111523,-0.51320875
leptodora,0.88012147,-0.068547815,-0.9154246,-2.0453768,2.2733853,-3.3568957
limnoraphis,0.406798,1.3304021,-1.0806051,-2.1792316,1.7053971,-2.606773
mallomonas_akrokomos,-0.6099073,0.3352566,1.1823224,0.38264933,-2.0727384,1.1933192
mallomonas_big,-1.5238463,-0.70161265,0.1891378,0.069774054,0.9194551,-1.0117337
nauplius,0.2539578,0.06103185,0.6436913,0.02030964,-0.2117275,-0.3959563
oocystaceae,-0.41571042,1.0481156,0.15764819,-2.171578,1.7382041,-1.5918103
pandorina,0.15757774,-0.7954972,0.22950126,-0.68754876,1.6741453,0.113443255
paradileptus,0.16728787,-1.3590126,-0.7105808,-1.6443686,1.5676666,-0.88021064
pediastrum,-0.25988373,0.0506282,-0.25265506,-1.5411501,1.1803178,-0.7298993
pennate_diatom,-1.0438194,0.9723304,-0.7698164,-0.78038687,-0.31642058,-0.80823654
peridinium,-1.4582615,-0.078563996,0.9483617,-0.4506434,1.0066735,1.0216172
phacotus,0.12909156,-1.0965475,0.043833636,-1.4765029,1.2481912,-1.1807401
plankton_x,-1.018153,0.40589032,1.0299331,-0.9924013,-0.34664112,0.23366717
plankton_y,-0.27192074,0.17054522,0.2408059,0.4953537,1.0285306,0.90605253
plankton_z,-1.6660719,0.3127133,0.69246006,-1.7233304,1.0658553,-1.0553643
planktosphaeria,0.0052335584,-1.3264232,-0.66571414,0.44374016,1.0315632,-1.9312661
polyarthra,0.034256164,-0.2286563,1.2087489,0.65557826,-1.7741009,-0.034111504
protist_like_ciliate,-0.8005728,0.06215774,0.72177225,-0.5076893,1.4779005,-0.2362474
rhodomonas,0.49474263,0.5282212,0.6068945,0.8128208,0.15540309,0.014466247
rotifer,0.12586948,-0.88554966,1.0748498,-0.09916292,-0.74489874,-0.6338194
rotifer_long,0.408834,-0.053594388,1.3935182,-1.3563985,0.1458981,0.02452426
rotifer_z,-1.6547992,-0.65239555,0.78643775,-1.6150032,0.29946023,-0.6865372
scenedesmus,-0.6611239,-0.0033488104,0.109782584,-1.9169303,1.698269,-0.8481591
snowella,-2.6194272,2.8663204,1.7471813,-3.5160325,-0.7257217,-2.14373
staurastrum,0.16716024,-0.44883728,0.34739724,-0.7989112,1.802581,0.099961326
strombidium,-0.17963488,0.078228526,0.8421616,-0.12298318,0.4392049,0.6270626
synchaeta,-0.41076222,-1.8203176,0.6635925,2.227371,-1.2952169,-0.7337848
synedra,0.2884473,-1.54967,0.424608,-0.9539115,-0.40906554,-0.9483623
synedra_angustissima,-1.5107715,-0.93826115,-1.598849,2.377616,2.2001767,-3.6423676
synura,-0.16107793,-0.8356471,-1.1353792,-1.7280376,1.6293879,-1.3802997
tetraedron,-1.2179563,0.69650537,0.6509685,-0.62828505,1.1512995,-0.9986024
tintinnid,-0.4123196,-0.05958095,-0.09309605,0.66993403,0.5385632,-0.1102748
trichocerca,-0.49297142,-0.2374855,0.7506892,-0.53809786,-0.51300424,-0.35817453
uroglena,-0.08672604,-3.3602335,2.0314808,-2.084145,0.0733588,-1.8598024
vorticella_epistylis_like,-1.1995244,-0.17694235,-0.015699748,0.88413477,1.1372589,-0.023543425
