,h0,h1,h2,h3,h4,h5,h6
coelastrum_reticulatum,0.17471674,2.3385262,-1.501253,-1.4107168,0.75695676,-1.131248,-0.6654132
coelosphaerium,-0.7453252,-0.14490968,-2.2630277,-1.0515736,1.8058506,-0.396384,-1.0372645
coleps,-0.13257019,0.87596846,-1.9351568,-0.51995033,-0.35396188,-0.921717,-0.046006374
collotheca,0.2254703,0.74247175,-1.8869281,-0.8563433,1.8558642,-1.1865476,-1.397362
conochilus,0.31268695,-0.62599665,1.4350393,0.30447716,-0.069403894,0.07484477,-1.5688293
cosmarium,-0.6205447,-0.34884292,-1.6918957,-1.090937,1.7176901,-0.026213124,-0.7329393
cryptophyte,-1.2735435,-2.361522,-0.6571103,0.34949148,-0.25884268,0.7318059,-2.4468038
cyanobacteria_colonial_blue,-0.93949705,1.7525402,-0.19241759,-3.2612875,1.7489473,-0.046940926,-3.5500665
cyanobacteria_colonial_clathrate,0.015221139,2.3044732,0.5770365,-2.9634871,2.5413394,-2.1119328,-2.5178115
cyanobacteria_colonial_probably,-0.39262393,1.587862,-3.2228012,-1.4863615,2.4656281,0.53865296,-3.304186
cyanobacteria_filamentous,-0.457193,1.6035702,-2.0711033,0.54965085,-0.7653266,-1.1631955,-1.2076687
cyclops,-0.6561371,-0.8468383,-0.23015226,-0.18072137,1.0731212,0.99552166,-4.6897655
daphnia,1.5099539,-0.22356014,0.42858452,2.5199575,1.574496,-1.1597754,-4.357633
daphnia_cucullata,0.8201622,0.7104965,-1.4436142,2.044179,1.0749391,-1.0591689,-0.5462504
diaphanosoma,0.017072901,0.32978746,-2.9195573,0.3008174,-0.32923546,-0.15277895,-1.2185812
didinium,-0.9363458,-0.95552105,-0.4485746,-0.8903272,-0.37219855,-1.1026353,0.9282843
dinobryon,2.996192,-0.85381275,0.8514116,-4.2085667,5.008895,-4.5622115,-2.7652614
dinoflagellate_diamond,-1.7643223,1.6762749,2.4654367,0.16728278,-3.2857654,0.604269,3.5732749
dolichospermum,-0.1611624,0.3331055,-1.5320287,-0.16705659,0.5613457,-1.4929218,0.08947067
eudiaptomus,0.38529024,0.46423176,0.033486973,-0.21428163,-0.08634193,0.16371398,-1.060682
fragilaria,0.033364654,2.251316,0.76620626,-2.0845926,0.95053047,-2.9712691,-0.034186136
gonium,-0.3408157,-1.7236236,-1.120561,-2.1847565,1.6064383,-0.3471262,-2.0862877
gymnodinium,-4.3810177,-2.319967,-0.7943871,0.6816242,-0.64537024,-0.10630158,1.700165
kellicottia,-1.6298153,0.049392812,1.1177431,-1.6056005,-1.1322601,0.9266227,-0.8755699
keratella_cochlearis,-0.45508122,0.06514887,0.34512126,-1.8371669,0.13245304,-3.0218844,-0.17566936
keratella_quadrata,-0.29830936,-0.8697738,2.5342307,-1.0917377,0.24056436,-0.97541445,-0.8057819
leptodora,-0.9182435,0.06237433,-0.69450575,1.5026675,0.5917002,-1.0969585,-2.530529
limnoraphis,0.041863795,-0.49242857,-0.47107005,1.5514987,-0.2776563,-2.652337,-1.694194
mallomonas_akrokomos,0.014322563,-1.7125307,-0.22780116,-0.6785367,-0.020080691,1.5585525,0.11431134
mallomonas_big,-0.37835103,0.04036748,-0.9991186,-0.074480936,0.85342073,-2.0012727,0.04243458
nauplius,-0.08165958,-2.7866814,0.633317,-1.0494632,0.05395487,1.8153025,-2.2387784
oocystaceae,-2.196828,-2.5830235,-1.2997566,1.0656948,1.9643296,-1.2045103,-1.7806922
pandorina,-0.7019613,1.7078624,0.2883339,-2.3982387,-0.11404872,-1.5997652,-0.8950731
paradileptus,-0.6777589,1.1533003,0.79097253,0.6767986,1.9707752,-3.2449198,-1.7770808
pediastrum,-0.13829005,1.8017514,-1.2747208,-0.41687897,2.512658,-1.2023909,-0.82880485
pennate_diatom,-1.266646,-1.0643014,1.1688185,-0.49834985,-0.8853802,-1.1409419,-0.58445543
peridinium,-2.9662573,-1.0679654,-1.5557564,-0.15020263,0.091529384,-0.23596755,1.587333
phacotus,-1.4530536,-2.6856995,1.1902373,-0.37685207,3.111848,-0.7658155,-0.30192387
plankton_x,-1.7175137,-1.0440254,-1.0713748,-0.13765559,0.5967975,0.59083366,-0.2183968
plankton_y,-2.0400717,0.20220692,-0.3061609,-0.61535496,-0.7984558,0.1991329,0.49779186
plankton_z,-1.138251,-2.1143017,-0.29978588,-2.0390885,1.6366004,-1.1032518,0.0517571
planktosphaeria,-0.41069132,-1.416611,1.2806824,-0.84947884,1.0816964,-0.4709098,0.06373008
polyarthra,-0.56056315,0.34023657,1.6145085,-2.4178605,0.679726,3.0807948,-3.2202244
protist_like_ciliate,-3.10789,-1.1088831,-1.7100061,0.25772652,-0.025537333,0.11912773,0.22099528
rhodomonas,-0.86019254,-3.4642005,-0.22170167,-0.85079354,-2.6868136,1.542314,0.44756317
rotifer,0.26855373,-0.10995455,2.1156616,-1.9664645,2.0083983,1.9193388,-4.4927483
rotifer_long,0.592996,-1.3513274,-1.2395196,-0.5401754,0.30215466,-0.028547937,-0.04561016
rotifer_z,-0.11987433,-1.339216,-0.340703,-0.22176854,1.6849619,-1.1464478,0.5927789
scenedesmus,-1.6471871,0.49022406,-2.175906,1.3567263,1.6656548,-1.2766588,-1.4336226
snowella,0.44244248,-1.5545737,-4.4784656,2.5821722,1.1518103,-2.2835479,1.5385962
staurastrum,0.009269905,1.1367824,-0.39306882,-2.0868416,0.41290614,-0.703424,-0.11306707
strombidium,-1.140426,-1.9361383,0.38449493,-0.9976669,-0.6066174,-0.8207006,-0.02557318
synchaeta,0.03319409,0.64274234,3.016417,0.6140436,1.0817446,-0.48979425,-1.129795
synedra,0.5152524,-0.37797806,1.1400175,-0.25856638,-0.17927106,-1.2991657,-1.9299074
synedra_angustissima,-1.1324415,1.1037415,-0.12664355,2.465109,-0.49218133,-1.5302691,-1.1072582
synura,0.5597744,1.7276583,-1.7734329,-0.43040603,0.46359256,-1.2774729,-0.32372138
tetraedron,-1.5404174,-1.1436548,-2.0847385,-0.37817052,0.7829831,-0.38119203,-1.155548
tintinnid,-1.4125794,0.44275695,-0.3195178,-0.55815136,-2.0064046,-0.933133,-0.23866536
trichocerca,-0.328003,-1.6021409,0.32703575,-1.1697721,1.0973861,-0.70706934,-1.0992153
uroglena,0.89155006,0.32260743,1.3017658,-1.554744,2.5686045,-1.3730913,-3.0840976
vorticella_epistylis_like,-1.7960874,0.6126188,-0.76937723,-0.99120677,-1.0771941,-1.415947,0.4846876
