,h0,h1,h2,h3,h4,h5,h6
cyanobacteria_colonial_probably,-0.15712583,-0.15297158,-0.16093192,-0.150843,-0.1403743,-0.12960464,-0.18697006
cyanobacteria_filamentous,-0.16653554,0.049481165,-0.14863396,0.0268735,-0.003706694,-0.1736115,-0.10042335
cyclops,-0.027312247,-0.053117145,-0.11309292,0.004056066,-0.23950131,-0.116234414,-0.092579335
daphnia,0.107870005,0.038526513,-0.06687225,0.00056501635,-0.06594379,-0.3062244,-0.14648703
daphnia_cucullata,-0.0040138834,0.026123747,-0.26978242,0.120587125,-0.09385142,0.051089156,0.46420652
diaphanosoma,0.058696166,0.02283658,-0.14543867,0.26375374,0.14631361,-0.05539969,-0.4646553
didinium,0.1316285,-0.07091014,0.11047584,0.06065918,-0.19193977,0.21497117,-0.0067749433
dinobryon,-0.051805824,-0.05339464,-0.05028865,-0.052338555,-0.049443018,-0.05091927,-0.054538015
dinoflagellate_diamond,0.046010513,-0.18784069,-0.103256546,0.101529606,0.04693241,-0.18201542,-0.03526967
dolichospermum,0.21287476,0.22162499,0.011495371,0.027899958,-0.06984092,-0.112889044,0.2269606
eudiaptomus,0.034590486,-0.09096126,-0.012259793,-0.24400437,0.15805279,0.021138828,0.13500987
fragilaria,-0.24959011,-0.07410112,-0.09204319,-0.17656659,-0.11840049,-0.0853415,-0.18928368
gonium,-0.02497392,-0.17556877,0.02874542,-0.18101574,-0.059087075,0.38485396,0.004937039
gymnodinium,-0.15961853,-0.032360356,-0.0676562,-0.16973977,0.24193716,-0.033943646,-0.013636863
kellicottia,0.2436715,-0.357249,-0.031501237,-0.06394825,-0.03868709,0.13998117,-0.04218744
keratella_cochlearis,-0.097365536,0.11994805,0.1206667,-0.17547733,-0.1118727,-0.35284674,0.17885135
keratella_quadrata,-0.08260755,0.33485225,0.17253971,-0.226003,-0.17924955,-0.12699807,-0.175735
leptodora,-0.0813799,0.17568716,-0.094776765,0.011926283,0.31763375,-0.09276115,-0.0012077726
limnoraphis,-0.009993028,-0.1763627,0.081747726,-0.07233119,0.27108377,0.18761916,-0.036088686
mallomonas_akrokomos,-0.10738378,0.0120896045,-0.006507254,-0.14416996,0.0017797438,-0.016782664,0.07107295
mallomonas_big,-0.026484838,-0.022136424,-0.05097238,0.009868158,0.01636892,-0.10374432,-0.26108462
nauplius,-0.11305789,-0.19034597,-0.10080068,-0.19540477,-0.10761548,-0.07660801,-0.05508401
oocystaceae,-0.111144625,-0.11317078,-0.10946739,-0.113217756,-0.10181807,-0.10878553,-0.12247009
pandorina,0.08620979,-0.10374968,0.07291007,-0.15460593,-0.18518174,0.124723054,0.0433327
paradileptus,-0.0084490115,-0.14301647,0.17469768,-0.22195739,-0.089856416,0.13845575,-0.13840944
pediastrum,0.32755512,-0.109154366,-0.10139122,0.121069975,-0.1465808,0.17997333,-0.038687155
pennate_diatom,0.2212452,-0.06453044,-0.13720994,-0.20808712,0.23018174,-0.12811388,-0.21110481
peridinium,-0.2146631,-0.15921731,-0.17800143,0.1505885,0.28124082,0.026232887,0.08415911
phacotus,0.14685524,-0.024248097,0.16485035,0.055260137,-0.34204963,0.04522601,-0.20911111
plankton_x,-0.3032436,-0.12403742,-0.19081517,0.28722388,-0.45071992,-0.17869514,0.35421586
plankton_y,0.008164534,-0.024065979,-0.14115956,-0.29862222,-0.09213327,-0.2990316,0.002378971
plankton_z,0.2479503,0.04577483,-0.051050153,0.08054293,0.21998627,0.11686813,-0.07968806
planktosphaeria,-0.17802455,-0.019832049,0.037317064,0.16259108,0.20193587,0.10263578,-0.33613715
polyarthra,0.5260275,-0.12217941,-0.06745993,0.089386754,-0.19224313,-0.030715123,-0.08337202
protist_like_ciliate,-0.051275093,-0.003581361,-0.05249912,0.10571347,-0.13789141,-0.15375327,0.042945508
rhodomonas,-0.14500219,-0.15144168,-0.12261887,-0.14477928,-0.14359075,-0.13096167,-0.16538295
rotifer,-0.10151602,-0.119163916,-0.12792225,-0.13046262,-0.097428486,-0.10623654,-0.11286273
rotifer_long,-0.067163095,-0.061060194,-0.18298186,-0.041928366,-0.09111383,0.076970495,0.28724042
rotifer_z,-0.10567768,-0.039913483,0.33611542,0.030668054,0.005742373,-0.37027898,-0.18594114
scenedesmus,-0.051493984,0.041234218,-0.026421946,0.044534612,0.20875555,-0.2920145,-0.019197606
snowella,-0.24191043,0.055598,-0.2943271,-0.050557863,0.039761934,-0.23104067,-0.043069173
staurastrum,-0.10750478,0.1007855,0.11393101,-0.04989244,-0.2844835,-0.1402124,0.20679939
strombidium,0.04036176,0.20507473,-0.14886907,0.23870835,0.02692087,0.17154716,-0.25291133
synchaeta,0.055415176,-0.14494824,0.37348294,0.2823885,-0.23470436,0.12125213,-0.007354779
synedra,-0.06955671,-0.06598189,-0.19272459,0.063877285,-0.030242657,0.013334954,-0.059957057
synedra_angustissima,-0.26445496,0.31848544,-0.14476156,0.09265318,0.1606998,-0.3867812,-0.16148078
synura,-0.04518536,0.06385552,-0.0005560797,0.012936564,-0.0416348,0.0034992972,-0.09570484
tetraedron,-0.25642297,0.020359779,-0.13551384,0.29614237,0.13661647,-0.34150752,-0.0015851337
tintinnid,-0.08657039,0.07437024,-0.13653754,-0.014926825,0.11853016,0.08284992,-0.27645785
trichocerca,0.11723819,0.08729273,0.5074075,0.17902556,-0.16384096,-0.009771707,-0.05541258
uroglena,-0.15410596,-0.106294185,-0.19482227,-0.18019588,-0.12886643,-0.13921945,-0.0844791
vorticella_epistylis_like,-0.4120824,0.05139989,-0.42086992,0.26801115,0.09814171,-0.11862878,-0.12807517
