,h0,h1,h2,h3,h4,h5,h6
coelosphaerium,2.0131652,-6.8117957,1.5466499,-2.714809,-8.5788355,2.2534053,-1.1937337
coleps,-1.2982297,-1.5859474,-0.48548722,-0.8386991,-0.2929065,1.1586053,-0.56387407
collotheca,0.8740547,-3.158391,0.5661798,-2.157975,-1.6526531,-0.6622861,-0.8932584
conochilus,-0.19542582,0.3402436,0.91353256,-0.13899867,0.98807555,-0.6129799,1.3851333
cosmarium,-0.012344029,-0.95912045,-0.102414556,-0.58339286,-1.727641,-0.38737556,-1.0625219
cryptophyte,-0.069333516,0.46200463,0.35522875,-0.7207307,-0.174176,0.26409253,-0.07444746
cyanobacteria_colonial_blue,0.92353415,-1.0491328,-0.18888928,-0.54603106,-3.9510834,0.75409585,-0.6583311
cyanobacteria_colonial_clathrate,1.608305,-5.5635056,-1.5047665,-3.9727926,-6.1201515,0.7394204,0.7840588
cyanobacteria_colonial_probably,-0.26665497,-2.1108193,0.43238616,0.0019313194,-3.0688832,1.2808824,0.058990583
cyanobacteria_filamentous,-0.40483788,-0.42874113,-2.7640185,0.27973557,-2.5330775,1.3310376,-0.22387311
cyclops,0.004090505,0.010208898,0.4407467,-0.4434301,-0.576577,0.05575039,0.18940781
daphnia,-0.20334238,-0.5166172,0.19995667,-1.1011636,-0.17402484,0.58791304,1.3134463
daphnia_cucullata,1.6296363,-5.6515713,-1.1482842,-6.918851,-6.314742,3.2224038,1.2310386
diaphanosoma,0.36136103,-4.492174,2.1567068,-3.9148116,-10.744902,2.711865,1.0598108
didinium,0.2190883,-1.3342714,0.3545706,-0.08685459,-0.021359714,-0.9775207,-1.370729
dinobryon,-2.0002735,-3.5648887,1.2144654,-1.8296905,0.24031368,-1.6585728,0.6654012
dinoflagellate_diamond,2.024889,2.0823455,-1.0187918,0.18140739,1.2617532,0.17079821,-1.3519408
dolichospermum,0.6300263,-2.027459,-1.079291,-1.1909454,-1.4664108,-0.06283145,-0.94483846
eudiaptomus,-0.5185821,0.31579614,-0.29741737,0.10576746,0.0849744,0.19142137,0.27210617
fragilaria,0.82180923,-2.52608,-1.3501586,-0.7291565,-1.8323103,-2.0230696,0.6012569
gonium,2.0046313,-3.764671,1.1954082,-3.9206316,-10.625849,-1.8921525,-2.1007454
gymnodinium,-0.08581693,-0.5066472,0.3774913,-0.8996092,0.45603928,-0.07832067,-1.0154558
kellicottia,0.49744442,0.32849506,0.047192633,-0.22723648,-0.011859408,-0.35260263,-0.0715791
keratella_cochlearis,-0.46976846,-0.52291185,-0.18418138,-0.43662193,-0.11158947,-0.83309084,0.064244926
keratella_quadrata,0.7655773,0.5683573,-0.2778776,-2.1570113,0.4903351,-2.691005,1.1595907
leptodora,2.596843,-4.1359787,-0.08128707,-4.428338,-4.739819,1.2545011,1.7652789
limnoraphis,-1.7021809,-1.7263969,-0.10373995,-0.4204878,-0.38980412,2.0355427,0.6419857
mallomonas_akrokomos,-0.92767626,1.3075236,0.012054934,-0.8504278,0.8096085,-1.0206509,-0.6772144
mallomonas_big,-1.4542134,-1.1156372,-0.70438045,-0.9343053,0.6029122,-0.67417234,-0.398942
nauplius,0.06534313,0.36106634,0.52733666,-0.5619727,0.050877858,-0.165699,0.13942601
oocystaceae,-1.1632596,-1.7626903,0.85504615,-1.5114422,-0.6306672,0.942944,-0.89899594
pandorina,0.5653858,-1.00457,0.15425208,-1.155262,0.067648046,-0.6553883,-0.48009157
paradileptus,0.50028837,-2.3655775,-0.27780196,-0.72568023,-1.3014003,-0.28549206,0.63633287
pediastrum,0.23719183,-1.8629435,0.19848347,-0.5255479,-1.3653464,0.5967372,-0.3539526
pennate_diatom,1.3084533,-0.3496209,-1.4145923,-2.4171727,-0.90559864,-1.514074,-1.2376736
peridinium,-0.81884605,-1.2819391,0.2909313,0.48681003,-0.09549994,-0.43828115,-1.2727615
phacotus,-0.23524947,-1.7535247,0.2790396,-1.6967213,-0.37722003,-0.75309765,0.2998815
plankton_x,-0.30392894,-0.9861258,1.1817563,-1.3972639,-0.50288814,-1.0957311,-0.4945684
plankton_y,-0.14959945,-0.16586517,0.07525772,0.26746798,0.7182106,0.15892333,-0.7570952
plankton_z,-0.14157932,-1.4760526,0.08588321,-0.884109,-2.4733644,-0.5232493,-1.7332021
planktosphaeria,-0.06778132,-1.1847743,-0.54538846,-1.6032201,0.8419282,-0.38741627,0.93138486
polyarthra,1.2065393,1.4381399,0.20821397,-0.15295799,-1.0883155,-1.0709364,0.0870243
protist_like_ciliate,0.18682717,-1.196076,0.38748413,-0.97180074,-0.45893735,-0.097234435,-1.5960314
rhodomonas,0.19840287,0.82323223,0.45117354,-0.36178768,0.6389611,0.38980272,-0.1683322
rotifer,0.12608583,0.437992,0.4253436,-0.68600684,-0.38978538,-0.9360248,0.6725826
rotifer_long,1.0309635,-1.1300043,1.1663933,-0.7973231,-0.8548726,-1.2015858,-0.47274214
rotifer_z,0.21831326,-2.1877506,0.57347953,-0.4329601,-2.4462028,-2.980635,-0.5446096
scenedesmus,0.38287702,-2.3359382,0.16473411,-0.32291412,-2.4595091,0.4446587,-0.655004
snowella,-9.065982,-2.968479,1.3010476,-2.2741938,0.2009105,2.1431217,-8.904458
staurastrum,0.36640072,-1.0265353,0.33663285,-0.77027303,-0.38928583,-0.06668621,-0.6505505
strombidium,-0.12801741,-0.21286368,0.6804773,0.009729645,0.3677388,-0.57016337,-0.45256537
synchaeta,0.24910256,0.92246294,-0.79725343,-1.7829844,1.76454,-1.4896481,0.35273096
synedra,-1.7921478,0.33950728,-0.40368032,-0.68626916,0.48572057,-0.42360118,1.3863487
synedra_angustissima,0.7358847,-1.0991346,-2.3395376,-3.0903926,0.5559091,-0.17431419,-0.8397134
synura,0.56044525,-2.6357958,-0.6099886,-1.4060533,-1.8410876,0.010682212,-0.058116104
tetraedron,-1.0064828,-1.2181741,0.7414628,-1.1759045,0.21935144,0.20302978,-0.94933945
tintinnid,0.4547608,-0.22496188,-0.1483495,0.041894972,0.123773314,0.22168468,-0.45561498
trichocerca,-0.11886426,-0.809857,0.82554513,-0.51388973,-0.36657426,-0.5128663,-0.004309795
uroglena,-2.172467,-1.136278,1.3473717,-0.88186485,-0.047624692,-1.551191,2.272145
vorticella_epistylis_like,0.39299273,-1.0083805,-0.10802241,-0.1750085,0.37156472,0.011957406,-1.2672809
