,h0,h1,h2,h3,h4,h5,h6
keratella_cochlearis,-0.6623119,-0.91308266,-0.69614,-0.33943668,0.04522849,0.013514091,-0.2651852
keratella_quadrata,-1.7299274,-0.013468859,-1.018886,1.0144631,-0.01649148,0.36224368,-0.120374
leptodora,-0.03164927,-2.1943424,-0.25081685,-0.3278794,-5.2590046,0.55305177,1.0056424
limnoraphis,1.0065844,-1.73723,0.6879041,-2.257717,-5.0943274,0.93800825,2.119269
mallomonas_akrokomos,-0.4748862,1.1857178,1.2341839,-1.2104506,-1.0643375,0.7642409,-0.35221064
mallomonas_big,-0.90826434,-1.8648883,0.03754721,-1.5576066,-1.219606,0.33227095,0.22597931
nauplius,0.00912127,0.38921207,-0.13909045,0.33387992,-0.23539962,0.5888293,-0.1500229
oocystaceae,0.28594255,-2.2610369,0.55435115,-1.7051587,-3.2456377,0.95497006,-0.5506359
pandorina,-0.2362201,-1.8504225,-1.318547,0.5916961,0.7753728,-0.587597,-0.5553301
paradileptus,-1.0317887,-1.4187777,-0.5389343,-1.0352514,-1.8765824,-0.6540151,0.08505834
pediastrum,0.7749142,-0.9712776,-0.5316951,-1.0178,-1.2857043,-0.20280428,0.17050001
pennate_diatom,0.7593808,1.3533239,-0.8126448,-0.6009878,-0.6488678,-1.846461,-0.6475392
peridinium,0.17649066,-0.29260802,-0.19558184,-2.0779366,0.49184304,0.3997448,0.0031606988
phacotus,-0.66351694,-1.1676769,-1.0236783,-1.0033667,-1.826934,0.37558144,0.14114134
plankton_x,0.34240264,-0.418556,-1.2248309,-0.7193228,0.12757885,1.0294522,-1.2699523
plankton_y,0.21029407,-0.71928364,0.614569,-0.4627289,0.676139,0.12531197,0.096149325
plankton_z,0.62415564,-0.42703694,-1.2681409,-2.0813262,-0.95862204,0.5173302,-0.52902365
planktosphaeria,-1.5838441,-0.59425706,0.060251717,-0.16256638,-1.8910666,-0.32889348,0.2534778
polyarthra,-0.28767902,1.4507831,0.12955278,0.8551579,0.9028194,0.3559064,-1.3583163
protist_like_ciliate,0.2321019,-0.8675631,0.030394899,-1.339339,-0.6978328,0.18390653,-0.41161358
rhodomonas,0.36337417,0.2651968,0.91443586,0.5483963,0.03418273,0.52384317,-0.12423902
rotifer,-0.8765534,0.25181237,-0.52726704,0.48588076,-0.066115,0.7540602,-0.62613183
rotifer_long,0.31732205,0.60053265,-0.7843908,-0.19185339,-0.80106634,0.3871799,-0.82882077
rotifer_z,-0.78005594,-1.8190906,-0.6381186,-2.6629388,-0.38540098,1.0656699,-2.9526165
scenedesmus,0.41604382,-1.5550159,-0.8706348,-1.6838552,-1.749489,0.56430453,0.58135146
snowella,0.5340037,-4.8514276,1.8029898,-5.9844913,-3.5411332,2.1409621,-0.8147494
staurastrum,-0.095002115,-1.0131699,-0.6179997,-0.10121705,0.1167033,-0.036172315,-0.48118395
strombidium,0.12484043,-0.05716125,-0.23352097,-0.18316184,0.7181757,0.6804329,-0.075738765
synchaeta,-3.2508535,0.03936789,2.2599046,-0.0436768,-1.7129369,0.47999325,-0.082872204
synedra,-0.9269021,0.5115911,-0.96854043,-0.39625803,-1.1733738,0.64165676,0.65805364
synedra_angustissima,-1.0317422,-2.072389,1.8110126,-0.82374364,-3.4227867,-2.509095,-0.3942064
synura,-0.4973661,-3.3796082,-2.3167648,0.4109299,-0.59516704,-0.85296494,0.05961023
tetraedron,0.84543324,-0.92154044,-0.22869992,-1.2508385,-1.1856791,0.5102815,-0.17873822
tintinnid,0.100831784,-0.21633962,0.50203794,-0.19751182,0.091816485,-0.3286904,-0.083042294
trichocerca,-0.18680461,0.33670664,-0.63528603,-0.42456874,-0.11528445,0.59835756,-0.34441015
uroglena,-2.313472,-1.1651459,-3.9670773,1.113173,-0.7265182,0.7869884,-1.0739485
vorticella_epistylis_like,0.27748108,-0.4713271,0.5370173,-0.8437829,0.4951552,-0.71726745,-0.46025923
