,h0,h1,h2,h3,h4,h5,h6
pandorina,1.3648257,-0.8465094,-0.40875816,-1.0857075,-0.5361294,-1.7566731,0.33685252
paradileptus,-0.5717051,-2.0524862,2.046857,-2.7342696,-3.0658455,0.22786087,1.0582693
pediastrum,0.8588916,0.104419604,-1.283753,-1.8028775,-2.332927,0.32215476,-0.9864241
pennate_diatom,-0.9736468,-1.3286692,0.17757297,-0.74620336,1.3870709,-0.9129212,-0.12334411
peridinium,0.06523098,-0.11669103,0.91520363,-0.43819916,-0.4584663,-2.1630013,-1.5984166
phacotus,-2.5775926,0.0038057538,0.22378728,-0.9955035,-1.3837852,-1.7898877,-0.45158955
plankton_x,-0.72695756,-0.10802863,-0.34299427,0.6455078,-1.3293129,-0.16919285,-1.7053156
plankton_y,0.9787613,-0.9710205,0.40723118,0.52290624,0.5765157,-1.8959452,-1.1370795
plankton_z,-1.6794192,-0.005800246,-0.9459412,-1.1103487,-1.0725942,-1.9260055,-0.70057994
planktosphaeria,-0.7317857,0.22965646,-0.9736899,-0.49519482,0.025109591,-1.3828734,0.71427286
polyarthra,-0.385475,-1.6411042,-3.6133485,2.341139,0.15833026,-0.0031184577,0.54644096
protist_like_ciliate,-1.0575213,-1.3432621,1.643837,0.15316853,-0.086824074,-1.3798629,-3.1251628
rhodomonas,-3.6638052,0.099648535,0.5386692,2.0156305,3.7090352,-2.024426,-0.89111835
rotifer,-1.9730387,-2.1672823,-3.3838856,0.71184206,0.03947112,-0.10350756,1.6262614
rotifer_long,-1.9869592,-0.11433968,-0.57599443,-0.630064,-0.43156356,0.8454733,-0.64841974
rotifer_z,-1.1519443,0.087937355,-0.29906762,-1.10672,-1.7426188,0.049404256,-0.41546574
scenedesmus,-0.4316216,-0.92643255,0.6524533,-1.439808,-2.937485,0.94732785,-2.1488433
snowella,-1.344159,-0.23703271,0.41779613,-2.7121642,-1.770433,1.7930994,-4.3256407
staurastrum,1.245796,0.02249649,-0.8935533,-0.7108773,-0.78404236,-1.6389816,0.47592327
strombidium,-2.338983,0.7936189,0.3268537,-0.9179364,1.3330394,-1.848345,-0.4831371
synchaeta,1.1774607,-1.7084682,-0.8035787,-0.3071012,0.5593711,0.10900129,1.7019223
synedra,-1.3513306,-0.61722046,-0.6906428,-1.4825408,0.63678825,0.051495876,1.4041831
synedra_angustissima,1.4427562,-1.6451577,0.7798433,-0.9041219,-0.18855202,1.5406742,-1.2445976
synura,1.8273878,-0.10677953,-0.38548285,-1.128372,-1.8611492,0.42400315,-0.6701653
tetraedron,-0.82097733,0.18702333,-0.99437994,-0.7907724,-1.2346412,-1.4062735,-1.9963123
tintinnid,1.3602724,-1.0841635,-0.51449925,-0.6179278,1.4704565,-0.6367933,-1.0291245
trichocerca,-1.851656,-0.38452914,-0.8965102,-0.5719981,-0.85562426,-0.6113655,0.28804654
uroglena,-1.6336192,-0.8059115,-1.5163101,-2.1087694,-2.1871123,-0.51830256,2.5485194
vorticella_epistylis_like,0.70633215,-1.0019358,0.86056966,-1.3605688,0.54181826,-1.4515632,-1.3527405
