,h0,h1,h2,h3,h4
gymnodinium,-2.7180276,-0.14833224,1.0565957,-2.0620255,-1.0367819
kellicottia,-0.21476717,-2.4840524,1.9840393,-0.92263955,-0.6429353
keratella_cochlearis,-0.8712715,-1.0674443,-1.4073101,-1.0874866,0.5292146
keratella_quadrata,0.5868746,-2.4206977,0.44588786,-0.44269443,-0.11348152
leptodora,-2.895276,-2.443015,-1.3028929,1.8774889,-0.7215044
limnoraphis,-2.1533608,-0.922982,-1.2300781,2.4769635,-0.79548174
mallomonas_akrokomos,1.7261657,-0.012702966,0.5894155,-1.6880717,-1.2737373
mallomonas_big,-1.0426921,0.39558536,-2.38935,-0.8204988,0.6711626
nauplius,1.689315,-2.0797448,1.315848,-1.7779047,-3.5429168
oocystaceae,-4.3646197,-0.9061364,-1.6653885,0.020248475,-3.74076
pandorina,-1.1670835,-2.5678997,-1.1416781,-0.9704,1.6795299
paradileptus,-2.367536,-4.2443805,-2.1129386,1.8403015,0.46018696
pediastrum,-2.4435139,1.2994338,-3.407962,-0.35125586,-0.2379482
pennate_diatom,-0.9236983,-0.8264125,0.88467646,-0.49468523,-0.74106383
peridinium,-2.3843424,0.20283026,-0.020728443,-2.3601072,-0.29119113
phacotus,-1.7568902,-0.46895942,-1.500837,-1.5476588,-2.3130095
plankton_x,-0.8027545,-0.80675364,-0.9556123,-0.9864894,-0.910018
plankton_y,-1.1600552,-0.047205262,0.68182486,-1.7823105,0.36198807
plankton_z,-1.5066005,-1.020708,-1.6921583,-2.2228029,-1.2716888
planktosphaeria,0.26225296,0.5051011,-0.49496335,-1.785767,-0.87191576
polyarthra,0.8556094,-1.1052388,0.45108762,-0.102139354,-2.1913722
protist_like_ciliate,-2.846481,-0.8508129,0.45639297,-1.2850949,-1.6047457
rhodomonas,1.0324576,0.033901215,4.2167206,-2.2163048,-3.9290829
rotifer,1.4940114,-3.7046947,-0.3366893,0.057027105,-2.4907393
rotifer_long,0.44216076,-0.052292805,-0.7263977,-0.76101243,-1.3751808
rotifer_z,-0.9633069,0.38824296,-1.853579,-0.7562415,-0.9190006
scenedesmus,-4.357546,0.102213085,-2.3031416,1.0144992,-1.8015908
snowella,-2.7270453,3.0840034,-2.890261,0.106157824,-2.244302
staurastrum,0.009841414,-1.9278342,-1.5461121,-1.2391489,1.6433578
strombidium,-0.33547565,-1.5390149,0.71147853,-1.5754524,-1.1647096
synchaeta,0.25842038,-0.15397589,0.07820322,0.8766615,0.36996025
synedra,0.31653836,-2.1392343,-0.38495967,0.8358612,-0.22029723
synedra_angustissima,-3.3931625,1.7581296,-0.15241992,2.3346992,-0.006341407
synura,-0.7511765,0.07298858,-2.3012938,-0.056886073,1.4511353
tetraedron,-2.0754523,-0.11603792,-1.6288466,-1.6352682,-1.792451
tintinnid,-1.4573275,-0.6241065,0.8338832,-0.43096295,0.5018947
trichocerca,0.16159229,-1.7111012,-1.1968263,-1.0544926,-1.3115587
uroglena,0.9523995,-3.028711,-2.9323077,0.34387434,-0.73640585
vorticella_epistylis_like,-2.1758206,-1.3919399,0.4100963,-0.87706107,0.65011305
