,h0,h1,h2,h3,h4,h5
dinobryon,-4.143051,-6.5970836,-1.5110192,-5.235269,-1.6290087,0.5806235
dinoflagellate_diamond,2.202621,2.9747667,-1.7598798,2.8268723,1.6201245,2.0174296
dolichospermum,0.60184425,-0.28478426,-2.1740265,-0.17161858,0.29520607,-1.871126
eudiaptomus,0.37806097,-0.6849347,-0.06688144,-1.1664327,0.64434135,0.81505746
fragilaria,0.26146537,-0.67946243,-3.0427942,-0.41602474,1.0133775,-0.21685044
gonium,-1.816435,-0.91340137,-0.37275833,-2.9720566,-1.6341223,-1.3658314
gymnodinium,-4.0075936,1.9047962,-0.53572744,3.5637054,-3.31751,-2.0457451
kellicottia,-2.8059282,1.5084399,-0.2612537,-0.16754897,-0.028526751,0.3575534
keratella_cochlearis,-0.87409455,-0.7104051,-2.067814,-0.34276906,0.48303604,-0.54188275
keratella_quadrata,-2.0932455,-1.0782886,0.32234147,-0.014809799,-0.6642732,1.9051348
leptodora,-0.7557707,-1.7380594,-1.1450284,0.8370816,-0.43197262,-0.667065
limnoraphis,0.24115174,-1.6490123,-1.3914772,0.37329012,0.4133639,-0.25097826
mallomonas_akrokomos,-1.0655049,1.0093796,1.3232456,-1.1088439,-1.1701878,0.07825299
mallomonas_big,-0.4420208,-1.14329,-1.0542719,0.5313046,-0.07754279,-1.6571931
nauplius,-4.165583,0.7574565,1.1887451,-1.8066775,-2.14048,1.3982252
oocystaceae,-0.87426984,-1.0328168,-1.865463,0.63543236,-2.9049852,-1.9528631
pandorina,-1.246775,0.010468765,-3.1515512,-0.9875368,1.0535567,-0.20287822
paradileptus,-1.7818004,-3.5671084,-1.3824528,2.2838295,-0.09066885,-0.50419253
pediastrum,1.9302647,-0.7319614,-2.8176334,-2.411088,0.57007265,-2.037236
pennate_diatom,-1.9866222,0.25221223,-1.074623,0.37725595,-0.9403764,0.959737
peridinium,-2.29115,0.92324847,-1.1077114,2.2820253,-1.827037,-2.5695596
phacotus,-1.410832,-1.091425,-0.80487674,-0.16457509,-3.735752,0.024003536
plankton_x,-2.1887882,-0.30658665,0.36734778,0.7305027,-1.7097726,-0.9694165
plankton_y,-1.6085818,1.0251169,-0.9204898,1.1536309,-0.64880043,-0.6826721
plankton_z,-4.0782595,-0.38351217,-1.2347808,-0.49674076,-2.3469443,-0.88480246
planktosphaeria,-1.1457648,0.023295354,-0.56184155,-1.063618,-0.81629777,0.57082164
polyarthra,-2.334114,1.3696198,0.2851242,-3.4211414,0.062186953,0.79450685
protist_like_ciliate,-2.4924207,1.0603379,-1.0631821,1.8128797,-2.019442,-2.5647886
rhodomonas,-3.3362274,1.6530826,1.8644012,-0.012712998,-1.2126136,0.53302044
rotifer,-4.4538503,-0.46027738,0.78691727,-2.9194613,-0.41697526,1.1555073
rotifer_long,-1.0105332,-0.6399045,1.235408,-0.30192423,-0.6501994,-1.0622772
rotifer_z,0.6344792,-1.2756722,0.18447351,-0.07707086,-1.8635919,-0.96543014
scenedesmus,-0.50940216,-1.7411366,-1.406504,0.9708844,-0.32719544,-3.473362
snowella,2.722422,-0.42754757,-2.003967,0.8952792,-1.8275923,-3.3103952
staurastrum,-0.57369417,-0.15172589,-1.5678093,-0.6258413,0.52312523,-0.6996057
strombidium,-3.6541684,0.31732136,-0.32129213,0.2892323,-1.3520845,0.114865564
synchaeta,0.1855853,-1.5886499,-0.100117795,-0.20696887,-0.04205253,2.5783935
synedra,-1.234571,-1.4940137,-0.37536767,-0.9584518,0.13651629,1.9971198
synedra_angustissima,1.6828152,-0.64594465,-1.8841076,0.85993576,0.8132823,-0.4485172
synura,1.8092148,-0.7181444,-1.2439755,-0.74641925,1.6408263,-2.402659
tetraedron,-1.5929339,-0.19762479,-0.4836612,-0.08565227,-1.836097,-2.4768503
tintinnid,-1.3718921,1.3031346,-2.120597,-0.0011802689,1.4777609,-0.7883637
trichocerca,-1.6076021,-1.0398599,0.15061009,-0.99499696,-1.2075868,-0.19886914
uroglena,-2.9020329,-3.1870477,-0.5850756,-2.6069758,-0.08167844,0.77743566
vorticella_epistylis_like,-1.2976875,0.5529663,-1.8811756,1.3681445,0.1515263,-1.4344757
