,h0,h1,h2,h3,h4,h5,h6
nauplius,-0.41036722,-0.28241295,1.0428402,0.38596255,-2.401657,-3.8383777,-0.28524768
oocystaceae,2.6072,-0.75208324,-0.89406884,-1.6140889,-0.29358542,-2.8248837,1.9156469
pandorina,-1.6127532,-3.5982416,0.49135768,-0.0531908,-0.5680926,2.3788185,1.3857586
paradileptus,-1.4761775,-2.9349554,-2.4251564,0.80481064,2.3892863,-0.1070835,2.3160045
pediastrum,-0.41802904,0.2753204,-2.0725505,-1.2064843,-2.232832,1.7921196,1.8262656
pennate_diatom,-2.073428,-1.6848434,-0.35703725,-0.5592512,0.07246189,-1.8554524,-0.92418003
peridinium,1.6006508,-0.99294055,1.0659256,-1.8616786,1.0130991,-1.6072224,1.6022786
phacotus,1.9037335,-2.4562044,-0.34493482,-0.1383599,-1.090989,-2.4467142,0.9820613
plankton_x,1.09178,0.1199628,-0.19621499,-1.1823231,-0.4859479,-2.1192234,0.54495394
plankton_y,-0.75041,-1.0333565,0.851181,-1.5171281,0.2632049,-0.73857033,0.011565755
plankton_z,1.1952559,-2.2467802,-0.27056515,-0.25048056,-1.2070748,-2.6467006,1.2997118
planktosphaeria,-0.006983739,-0.551802,-0.05921734,0.58016056,-0.73039234,-1.3857814,0.43607104
polyarthra,-0.71531546,0.3293848,1.4983313,0.6594611,-3.5221283,-1.0563799,0.12379464
protist_like_ciliate,0.35686818,-1.3983787,0.41123036,-2.4618306,0.3893255,-2.2729907,0.74854916
rhodomonas,0.6031813,0.13951804,2.3313336,-1.1510416,-1.0418917,-3.0387483,-1.7414093
rotifer,-0.7823877,-1.0644379,0.28780416,1.7939291,-3.2953022,-2.2586782,0.16009355
rotifer_long,0.08283576,1.2858118,-0.705704,-0.692759,-0.8567661,-1.7801919,0.62305415
rotifer_z,0.7928251,-0.0490364,-0.79427993,-0.014964298,-0.14001757,-0.73801106,1.6747096
scenedesmus,0.11767782,-0.19328466,-2.6877284,-2.0130725,0.22107683,-1.1142957,1.6906706
snowella,0.98400277,2.9489436,-3.9175956,-4.193497,-0.76358664,-0.8454722,1.2215897
staurastrum,-1.0592306,-2.3583949,0.5668805,0.2564555,-0.97318065,2.0215795,1.6618118
strombidium,1.6036223,-1.6808481,0.7848901,-0.19556513,-0.22983879,-2.0796053,-0.35458717
synchaeta,-1.0378366,-0.5044257,-1.0430276,1.4337244,0.5232639,-0.49908987,-1.0417157
synedra,-1.11563,-1.3777012,-1.31923,1.3476617,-0.57396436,-0.789563,-0.9108479
synedra_angustissima,-3.9758065,0.40564397,-2.0198405,-1.6932205,1.1345913,0.41504875,-0.2036445
synura,-1.173612,-0.3129941,-1.0925386,-0.8148345,-0.8241928,2.1272175,1.3478266
tetraedron,2.0774581,-1.4434981,-0.8802172,-1.95526,-1.9413935,-0.88632,0.73853004
tintinnid,-2.036484,-1.0703539,-0.028655855,-1.4405215,-0.063530505,-0.073300265,-0.89757264
trichocerca,1.4047009,-0.5218764,-0.5876717,0.49577165,-0.82381713,-2.1884646,0.5717603
uroglena,-0.5063732,-1.4883769,-3.1518393,2.6220198,-2.4675262,-1.278506,0.859884
vorticella_epistylis_like,-1.2757145,-2.402795,0.10189509,-1.6611392,1.0917321,-0.01732328,0.4838588
