,h0,h1,h2,h3,h4
rhodomonas,0.2658591,0.48612684,0.08614677,0.6399093,1.03243
rotifer,-0.08514869,0.9827566,-0.9937671,-0.82312113,-0.40373135
rotifer_long,0.06460147,0.5011875,-9.293999,0.03106379,-1.3320534
rotifer_z,0.8344401,0.4307708,-11.911635,-0.7266699,-3.0026546
scenedesmus,1.143124,-0.9050676,-14.091157,0.27094388,-2.3702378
snowella,0.6734951,0.123140514,-5.185575,3.665349,-4.483761
staurastrum,0.6555698,-0.71230376,0.89802927,0.006584112,-1.2801231
strombidium,0.1444922,0.6009246,0.8030852,0.24976729,-0.36231637
synchaeta,-1.3373464,0.52901,-0.06809717,-1.3485017,0.26961166
synedra,0.1911301,0.17119326,1.1269388,-1.179531,-1.1971046
synedra_angustissima,-1.001125,-2.5839143,-4.352413,-1.0359932,1.3828467
synura,0.9818264,-1.4261013,-12.074067,-0.89469707,-1.7849998
tetraedron,0.56009686,-0.30198848,0.096060336,0.8978859,-1.6977632
tintinnid,-0.14464018,-0.48306265,0.06132426,0.14134687,0.34273544
trichocerca,-0.10202455,0.4210128,-2.863273,-0.12884678,-1.0109296
uroglena,0.5454762,1.9184223,-0.5192984,-1.6635574,-3.7554667
vorticella_epistylis_like,-0.22013092,-0.7794853,0.67323905,0.35246658,-0.2916724
