,h0,h1,h2,h3,h4,h5
cosmarium,0.23805383,-1.3182647,-1.0332139,-0.6204176,-0.16949868,0.4562472
cryptophyte,0.16278888,0.41421968,-0.048656724,0.17175463,-1.0766236,0.497855
cyanobacteria_colonial_blue,-0.033206373,-2.76685,-1.7619419,0.44244385,-2.0892546,0.5899226
cyanobacteria_colonial_clathrate,-1.0193837,-4.378426,-0.85204965,-1.1467081,-1.7485394,-0.14401534
cyanobacteria_colonial_probably,0.5831139,-3.4159682,-0.38099584,-1.0120115,-3.0921183,1.349966
cyanobacteria_filamentous,1.22318,-0.9381055,2.275611,-1.1277894,-2.8857381,-0.24021298
cyclops,-0.3243465,0.018990332,0.012434531,-0.24461746,-0.4841511,0.8256866
daphnia,-1.0625112,-1.2497698,0.3458659,0.5531257,-2.0784507,0.54172134
daphnia_cucullata,-0.0060016722,-5.2991757,-0.13705939,1.2196006,-5.441433,1.1161261
diaphanosoma,0.98378265,-4.1800666,-0.9810239,0.25443932,-5.1186814,2.7051804
didinium,0.67025155,-1.133244,-0.5562471,-0.27862215,1.0451664,0.25326583
dinobryon,-1.0442553,-2.7638106,-1.373966,-3.315309,-0.81898504,0.06567784
dinoflagellate_diamond,1.1452154,1.3180343,0.42011058,3.003206,-0.6057755,-0.8224369
dolichospermum,0.2775294,-0.7916352,0.7623172,-2.0096042,-1.4070188,-0.8645851
eudiaptomus,-0.09103261,-0.07517896,0.15664522,-0.018927123,-0.14550963,0.12614775
fragilaria,-1.6349407,-1.5770063,-0.047272213,-3.0302222,0.022188287,-1.407126
gonium,1.0138291,-0.9279215,-1.4220331,-3.4581215,-2.4640853,0.056368064
gymnodinium,0.7928122,-0.075656116,-0.1085428,-0.044781987,-0.3093883,0.1566025
kellicottia,-0.28743994,0.38806075,-0.021177296,0.32062656,0.333346,0.19000655
keratella_cochlearis,-0.19395028,-0.46839023,-0.37512892,-0.8339187,0.31256875,-0.19442055
keratella_quadrata,-1.7411122,0.2377377,-0.39867476,-0.56903183,0.6210943,-0.19426256
leptodora,-0.6573123,-3.322028,0.82458377,0.86187255,-4.559747,1.7786644
limnoraphis,0.940733,-3.3918474,0.6863971,0.96014583,-4.527135,1.3035494
mallomonas_akrokomos,-0.36105838,-0.47657803,-0.70303446,0.95910305,1.0986764,1.5742328
mallomonas_big,0.24358395,-2.490669,-0.9447907,0.0798759,-0.3089795,-0.14057812
nauplius,-0.40692955,0.5718694,-0.063775405,-0.103484444,-0.111211434,0.63077533
oocystaceae,1.4035807,-2.780957,-1.2986526,0.8347637,-3.5533247,0.4545709
pandorina,0.266779,0.36697775,-0.4108581,-1.4817047,0.08491988,-1.2052151
paradileptus,-0.72418386,-2.3101153,-0.30383623,-0.6366566,-0.7567429,-0.30264315
pediastrum,0.9067748,-1.995098,-0.059502844,-0.33160305,-1.5914054,0.335882
pennate_diatom,1.2864296,0.53931445,1.2656014,-1.8521113,-1.008478,-0.047087688
peridinium,0.83201563,-1.5406386,-0.48734355,-0.50582165,1.1973212,0.8400562
phacotus,-0.49809638,-1.3682625,-0.48515898,-1.1385566,-0.6991697,0.3212335
plankton_x,0.75574076,-0.5165345,-1.179181,-1.269366,0.72359896,0.6460762
plankton_y,0.66261774,0.093240336,-0.06608345,0.1746491,0.7914121,-0.12916256
plankton_z,0.6020252,-1.4898752,-0.45061836,-1.6460528,-0.4908226,1.7590986
planktosphaeria,-1.1350405,-1.9961683,-0.107370354,0.73539954,-0.9345854,-0.06771608
polyarthra,-1.001298,1.1517406,-0.65029275,0.32349706,0.9434456,0.8519939
protist_like_ciliate,0.6699958,-0.97709167,-0.3010506,-0.32531053,-0.46728897,0.73589355
rhodomonas,0.15507813,0.89714575,-0.15452267,0.87986135,-0.4476189,0.13880026
rotifer,-1.212336,0.14524563,-0.677083,-0.17575322,0.3609756,0.6120789
rotifer_long,0.07380648,-0.58401394,-0.15001586,-0.39879915,-0.9665696,1.6042639
rotifer_z,-0.3855177,-2.450541,-1.3210093,-1.0345953,0.33168218,1.0127885
scenedesmus,0.4691842,-2.7477655,-0.31253123,-0.6404092,-1.2347208,1.0807595
snowella,2.4464254,-7.174463,-1.3955785,1.5957497,-4.996757,1.8605319
staurastrum,0.38216904,-0.6796446,-0.9752849,-0.28255963,-0.25121042,-0.4790491
strombidium,0.24567099,0.3677664,-0.355992,-0.5050509,0.6570045,0.28909644
synchaeta,-1.8233043,-1.2287345,-1.328945,2.553018,0.5322846,-0.53421396
synedra,-1.2714782,-0.59320146,-0.8471072,-0.7252442,0.0033605185,-0.17886114
synedra_angustissima,0.52935225,-1.9767531,0.7029416,1.2890371,-2.8673334,-1.2686425
synura,-0.5273007,-1.4367518,0.7584681,-1.8516035,-0.4225509,-0.1890695
tetraedron,1.0938555,-1.4826308,-0.5144931,-0.09680175,-1.4805022,0.96044743
tintinnid,0.45269796,-0.061726253,0.13205314,0.3403579,-0.10816195,-0.23301207
trichocerca,-0.2206106,-0.94333476,-0.7235802,-0.15450118,-0.08858562,0.79550654
uroglena,-2.5723646,-0.96039164,-1.6200743,-2.977382,0.4136029,0.19137065
vorticella_epistylis_like,1.1635736,-0.66092056,-0.20223856,0.22204977,0.09601876,-0.50796825
