,h0,h1,h2,h3
dolichospermum,0.14321527,-1.3836727,-0.72248137,-1.7546991
eudiaptomus,0.049559016,-0.6282756,0.17778745,0.6999676
fragilaria,0.0088145565,-1.8445648,0.664809,-1.0758871
gonium,-3.6882727,-2.0004618,-2.6913137,-0.77239925
gymnodinium,-2.6647067,2.2060382,-2.1306458,-2.7974625
kellicottia,-2.7794197,1.9020531,-0.36090294,-0.12066798
keratella_cochlearis,-1.3388796,-1.113752,-0.17069978,-1.109448
keratella_quadrata,-1.95534,0.1579689,-0.0027208994,0.822615
leptodora,-1.2795714,-1.4891442,0.00778046,-1.8046182
limnoraphis,-0.3221982,-1.5801144,0.79662937,-1.5529875
mallomonas_akrokomos,-1.1554617,0.9394651,-1.556078,1.406994
mallomonas_big,-0.9065927,-1.7633029,-0.3009513,-1.6005213
nauplius,-5.486278,1.6947831,-2.8589578,2.5652947
oocystaceae,-1.6317127,-0.61343545,-3.3890643,-1.7822134
pandorina,-1.3240598,-0.5455393,0.055580847,-1.0243069
paradileptus,-1.3194399,-1.996145,0.09318747,-1.407793
pediastrum,0.28106165,-2.6714458,-1.3479382,-2.0726647
pennate_diatom,-1.8937984,0.75204897,-0.48472977,-0.55785775
peridinium,-1.6941638,0.61830086,-1.5507137,-2.8534555
phacotus,-1.1708083,-0.9694854,-3.1772165,-0.061551604
plankton_x,-2.6037023,-0.6200337,-1.0254407,-1.1845517
plankton_y,-1.1675441,0.8741432,-0.53491724,-1.1924101
plankton_z,-3.54785,-0.9937369,-2.5446594,-0.60044587
planktosphaeria,-1.2701745,-0.1481326,-1.1740263,0.53393304
polyarthra,-3.9916475,0.9171993,-1.2027893,1.2568501
protist_like_ciliate,-2.1957097,1.1642315,-2.4199164,-2.7022882
rhodomonas,-2.9677129,3.027381,-1.3660475,0.8950836
rotifer,-6.5362625,-0.09919654,-1.560434,2.1428294
rotifer_long,-1.3197249,-0.4252233,-0.7661335,-0.046613738
rotifer_z,0.1824601,-1.5281382,-1.7135742,-0.936376
scenedesmus,-1.5867509,-2.4194508,-1.3663048,-3.7441258
snowella,1.7718904,-4.2299595,-2.1486576,-3.2627919
staurastrum,-1.0218211,-0.86660177,-0.20097287,-0.5031465
strombidium,-3.3349872,0.92940044,-1.3107971,-0.20394228
synchaeta,0.3452834,-0.5779274,0.7487838,0.789666
synedra,-1.4337511,-0.70479614,0.23019743,0.83399755
synedra_angustissima,1.6661954,-0.63493997,1.0083443,-2.5107813
synura,0.8645573,-1.7930679,0.09139194,-1.2236001
tetraedron,-1.7207417,-0.9919059,-2.8015673,-1.4207379
tintinnid,-1.7171155,0.8887657,0.8924159,-1.9853173
trichocerca,-3.3281326,-0.99738574,-1.256388,0.27421597
uroglena,-2.9887152,-3.5611713,-0.77489966,1.918057
vorticella_epistylis_like,-1.2457893,0.5642557,-0.14478073,-2.702712
