,h0,h1,h2,h3
gonium,-0.0018199058,-0.0016592885,-0.0016792889,-0.009204881
gymnodinium,-0.0018147747,-0.0017067025,-0.0017206913,-0.005294376
kellicottia,-0.0013100515,-0.0012137513,-0.0012262156,-0.0065358505
keratella_cochlearis,0.00024333273,0.0002176034,0.0002208454,0.0018937065
keratella_quadrata,-0.00023157615,-0.00023376441,-0.0002333844,0.0005986418
leptodora,-0.00044797402,-0.00042018364,-0.00042371984,-0.0019639616
limnoraphis,0.00066044147,0.00055284076,0.00056629896,0.006180489
mallomonas_akrokomos,-0.0011306189,-0.001035217,-0.0010472058,-0.00501956
mallomonas_big,-0.0022639898,-0.0020651151,-0.0020901577,-0.009132107
nauplius,-0.0009955743,-0.0009277099,-0.00093619834,-0.0050715245
oocystaceae,0.0009772407,0.00088371744,0.0008952762,0.0048818723
pandorina,0.0008236874,0.0007481997,0.00075752754,0.004262185
paradileptus,-5.214586e-05,-5.2664695e-05,-5.218189e-05,-0.0007594107
pediastrum,0.0006303529,0.00056606095,0.0005744067,0.0042228415
pennate_diatom,7.026942e-05,8.10326e-05,7.9520716e-05,0.000284216
peridinium,0.0004402368,0.00036546326,0.0003746327,0.0039771693
phacotus,-0.000705356,-0.0006411453,-0.0006491799,-0.0028316474
plankton_x,0.002055006,0.0018399846,0.0018664651,0.0101928525
plankton_y,-3.2988584e-05,-3.0207742e-05,-3.0518164e-05,-4.147142e-05
plankton_z,0.00037011647,0.0003301139,0.00033557435,0.0015387465
planktosphaeria,-0.00040146022,-0.00036860103,-0.0003726942,-0.0006155374
polyarthra,-0.0006651454,-0.0006463195,-0.00064840657,-0.0017211221
protist_like_ciliate,-9.069436e-05,-9.357014e-05,-9.285439e-05,-0.0015944412
rhodomonas,0.00010933931,0.00012526152,0.00012348534,-0.0016170257
rotifer,0.0003579382,0.00034549905,0.00034752084,-0.0016662419
rotifer_long,-0.00047205712,-0.0004206113,-0.00042705025,-0.002441986
rotifer_z,-0.00086024933,-0.000820741,-0.00082574895,-0.0019619786
scenedesmus,-0.0005650844,-0.00055759994,-0.0005583493,-0.0013701946
snowella,-0.00033549604,-0.00030427155,-0.0003082345,-0.0022441524
staurastrum,0.0007163496,0.00064424326,0.00065313803,0.0035992307
strombidium,-0.0005011211,-0.0005126332,-0.0005114861,0.00029902576
synchaeta,-0.0018936575,-0.0017513578,-0.0017693449,-0.0050301007
synedra,-0.001337245,-0.0012445434,-0.0012565593,-0.0024566671
synedra_angustissima,-0.0003809178,-0.00037691722,-0.00037710936,-0.0017434644
synura,-0.00014986028,-0.00016971788,-0.00016701943,0.00030077397
tetraedron,-0.0016666861,-0.0015425725,-0.0015580197,-0.0050869742
tintinnid,-8.415349e-05,-7.833869e-05,-7.8768324e-05,-0.0006665011
trichocerca,-0.0011021529,-0.0010197402,-0.0010296719,-0.005811178
uroglena,-0.00017316782,-0.00015397898,-0.00015646653,-7.134625e-05
vorticella_epistylis_like,-0.00210845,-0.0019316059,-0.0019546573,-0.0100171855
