,h0,h1,h2,h3,h4
collotheca,-0.27144375,1.3761239,-2.6641102,-2.0231485,-1.9785185
conochilus,0.51077944,-2.0874343,-1.1912155,2.6631885,-0.5607522
cosmarium,-1.0284345,-0.9147929,-1.0350943,-1.9410545,-1.1456592
cryptophyte,-0.5262705,-2.3223498,0.7919126,-0.8017808,-1.599931
cyanobacteria_colonial_blue,-2.4882736,1.7449825,-0.056152865,-1.1650714,-3.4010108
cyanobacteria_colonial_clathrate,-3.1997945,1.1861259,-1.92033,0.29334372,-2.9594183
cyanobacteria_colonial_probably,-0.7356078,2.1628246,-2.244285,-2.6040637,-3.0448594
cyanobacteria_filamentous,-0.58237433,0.70851135,-1.2902745,-0.9335461,0.9985093
cyclops,-0.28229162,-1.158296,-0.08934321,-0.8102896,-2.085817
daphnia,1.0434382,-1.2134204,-3.76047,1.8970194,-1.0093464
daphnia_cucullata,0.91299903,1.200618,-2.2680225,-0.98905426,0.6674792
diaphanosoma,-0.3517139,1.0902065,-1.0010358,-1.4465572,-0.699171
didinium,-0.90447694,-0.8139947,0.2231964,-0.9253964,0.36272627
dinobryon,-2.6962252,-3.7728157,-7.3227625,1.8689905,-7.8575926
dinoflagellate_diamond,-1.5929934,1.4838239,3.7689872,1.6035905,3.2285137
dolichospermum,-0.771827,0.2459562,-1.1740915,-1.5431987,0.5762684
eudiaptomus,0.16576363,0.2611955,-0.65464526,0.87513274,-0.86841136
fragilaria,-3.0843563,2.1072767,-1.4329072,0.44086963,0.31223986
gonium,-0.8665075,-3.0447016,-1.6539412,-1.4674767,-3.055353
gymnodinium,-2.1015348,-3.8980255,1.9732903,-3.1337802,2.685239
kellicottia,-1.0513096,-1.4390996,1.6607425,0.4515438,-0.39508042
keratella_cochlearis,-1.7835387,-0.52890635,-1.0980123,-0.27571294,0.24651693
keratella_quadrata,-0.8011923,-1.8329225,-0.43361372,1.5764185,-0.37796518
leptodora,-0.6395008,-0.35555047,-2.122067,-0.8145452,0.6357877
limnoraphis,-0.5176226,0.0035498375,-2.143286,-0.07442733,1.0022826
mallomonas_akrokomos,0.93584603,-1.6085429,0.97587675,-0.37896442,-1.0568062
mallomonas_big,-0.9285927,-0.06912366,-1.5673112,-1.3840054,0.6300968
nauplius,-0.21241465,-4.290626,1.4559973,0.65449214,-3.1013763
oocystaceae,-1.576655,-2.644551,-1.3640667,-2.302893,-0.17549112
pandorina,-2.9374962,1.2357119,-0.051236574,0.036095653,-0.5432965
paradileptus,-1.5391852,-0.8371873,-3.133459,-0.21522656,1.6806709
pediastrum,-0.6639878,1.9452989,-2.1042988,-2.0285928,-1.2193431
pennate_diatom,-1.3242152,-1.7692465,0.18175583,0.47577995,0.27598357
peridinium,-1.2436321,-2.5577261,0.48372695,-2.6258495,1.6700618
phacotus,-2.3486304,-3.0294566,-1.0351585,-0.87707967,-1.446981
plankton_x,-0.039755777,-1.9627182,-0.87334293,-1.2870615,-0.3061953
plankton_y,-1.5991057,-0.85889024,0.9897082,-0.69788635,0.8233068
plankton_z,-2.2042122,-2.9491594,-0.82828367,-1.3454698,-1.4174584
planktosphaeria,-0.82786494,-1.4616033,-0.1102947,0.20179318,-0.90743476
polyarthra,-0.048012264,-0.8048591,1.581206,0.5134205,-3.1855986
protist_like_ciliate,-1.5188253,-2.3417466,1.0112487,-3.1868873,1.3967184
rhodomonas,0.5170989,-2.9624653,2.4787753,0.3415836,-1.1505231
rotifer,0.03363134,-2.1252105,-0.06088301,1.1828274,-3.3271012
rotifer_long,0.64227784,-1.6702948,-0.57415265,-0.8873388,-0.85948414
rotifer_z,-0.3650678,-0.4929605,-1.3086233,-1.4951746,-0.61149895
scenedesmus,-0.28812796,-0.99270076,-3.1758204,-3.3619833,1.5022402
snowella,-1.9029027,0.026689475,-1.8639048,-2.1206276,0.64645576
staurastrum,-1.9884133,1.0196433,-0.21905306,-0.24679145,-0.6233617
strombidium,-1.2029766,-3.2286956,0.5430724,-0.26005822,-0.21405712
synchaeta,0.2297887,-0.14388026,-0.97234476,1.5278903,0.2312479
synedra,-0.48522395,-0.90104836,-1.4998558,2.21281,-1.1964653
synedra_angustissima,-0.39788234,1.1606054,-1.1553427,-0.4255042,1.5992203
synura,-0.6850609,2.1823168,-1.2173374,-1.4908663,-0.021841506
tetraedron,-1.4989905,-1.2829729,-0.8074697,-2.4085848,-0.6916419
tintinnid,-1.6694839,-0.19196123,0.82403713,-0.21104267,0.91124094
trichocerca,-0.24468018,-2.4946127,-1.0787165,-0.43414238,-1.1917768
uroglena,-0.51374894,-1.4451929,-3.7752478,1.5776378,-2.865445
vorticella_epistylis_like,-1.8246183,-0.67661726,0.22500403,-1.363481,1.6574792
